CNS,Situação,Nome,UF,Município,Endereço,Bairro,CEP,Column
145763,Ativo,REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS,GO,SIMOLANDIA,"RUA CAMPELO DE MIRANDA, QD. 05, LT. 14, CENTRO",CENTRO,73930000,
145805,Inativo,CARTORIO TELLES MASCRENHAS,CE,COREAÚ,"TRAVESSA II, 545",CENTRO,62165000,
145813,Inativo,CARTÓRIO DO OFICIO DE NOTAS E REGISTROS  DE APUIARES,CE,APUIARES,RUA FRANCISCO BERNARDO SOBRINHO,CENTRO,62630000,
145821,Inativo,CART. DE NOTAS DE REG PUBLICO,CE,ACARAPÉ,"RUA: JOSÉ CRISTINO, Nº 374 - CENTRO",CENTRO,62785000,
145839,Ativo,"SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO DE TÍTULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURÍDICAS",PR,PALMAS,"RUA: VICENTE MACHADO, 983",CENTRO,85555000,
145854,Ativo,CARTÓRIO DE PAZ E NOTAS DE NOVO MUNDO/MT,MT,NOVO MUNDO,"RUA MOGNO, S/Nº",SETOR II,78528000,
145862,Ativo,"OFICIAL DE REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTOS, CIVIL DE PESSOA JURÍDICA E CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS DA SEDE DA COMARCA DE NOVA ODESSA",SP,NOVA ODESSA,RUA RIO BRANCO 545,CENTRO,13380003,
145888,Ativo,"OFICIAL DE REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTOS, CIVIL DE PESSOA JURÍDICA E CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS DA SEDE DA COMARCA DE COLINA",SP,COLINA,"RUA TIRADENTES, 55",VILA JUNQUEIRA,14770000,
145920,Ativo,"REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTOS, CIVIL DAS PESSOAS JURÍDICAS E CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS",GO,GOIANDIRA,"RUA JOSÉ BALDUÍNO, Nº 20, CENTRO",CENTRO,75740000,
145938,Ativo,REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIONATO DE NOTAS,GO,HIDROLANDIA,"AV. PERIMETRAL, 627, CENTRO",CENTRO,75340000,
146035,Ativo,TABELIONATO DE NOTAS E OFÍCIO DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 2º DISTRITO DA COMARCA DE MARICÁ,RJ,MARICA,"AV. MAYSA, N. 52, LOJA 02",GUARATIBA,24916000,
146050,Ativo,TABELIONATO DE NOTAS E REGISTRO CIVIL DE MIRAPORANGA-UBERLANDIA-MG,MG,UBERLANDIA,"RUA CLAUDIO JOSE BISINOTO, 348,",MORADA NOVA- DISTRITO DE MIRAPORANGA,38421693,
146175,Ativo,OFÍCIO DE REGISTRO CIVIL DAS PESSOAS NATURAIS E DE NOTAS DE POÇÕES DE PAINEIRAS,MG,PAINEIRAS,"PRAÇA JOSÉ PEREIRA MELO, 50",CENTRO,35623000,
146191,Inativo,OFÍCIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE PIRACAÍBA,MG,ARAGUARI,"BRASIL ACCIOLY, 479",CENTRO,38440114,
146217,Ativo,REGISTRO CIVIL DAS PESSOAS NATURAIS DO 1º DISTRITO DA COMARCA DE DUAS BARRAS,RJ,DUAS BARRAS,"RUA LUCIANO DE SOUZA TURQUE, 104",LOTEAMENTO CASTELO - CENTRO,28650000,
146233,Ativo,REGISTRO CIVIL DAS PESSOAS NATURAIS DO 3º DISTRITO DA COMARCA DE SANTA MARIA MADALENA,RJ,SANTA MARIA MADALENA,"VILA DE SANTO ANTONIO DO IMBÉ, N.24",CENTRO,28770000,
146241,Inativo,"TABELIONATO DE NOTAS, DE PROTESTO DE TÍTULOS, TABELIONATO E OFICIALATO DE  REGISTRO DE CONTRATOS MARÍTIMOS, DE REGISTRO DE IMÓVEIS, DE REGISTRO DE TÍTULOS E DOCUMENTOS, CIVIL DAS PESSOAS JURÍDICAS, CI",GO,ISRAELANDIA,"RUA MELQUÍADES ANTÔNIO CLÁUDIO, Nº 17, CENTRO",CENTRO,76205000,
146258,Inativo,CARTORIO DO 1O. OFICIO-REG. CIVIL - CART. DE TRAIR,CE,TRAIRI,"RUA: MANOEL TEIXEIRA, S/Nº - CENTRO",CENTRO,62690000,
146282,Ativo,"OFICIAL DE REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTOS, CIVIL DE PESSOA JURÍDICA E CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS DA SEDE DA COMARCA DE JAGUARIÚNA",SP,JAGUARIUNA,"RUA SÃO PAULO, 97",JARDIM DOM BOSCO,13820000,
146308,Ativo,"OFICIAL DE REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTOS, CIVIL DE PESSOA JURÍDICA E CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS DA SEDE DA COMARCA DE MORRO AGUDO",SP,MORRO AGUDO,"RUA PADRE MANSUETO, 495",CENTRO,14640000,
146316,Ativo,"OFICIAL DE REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTOS, CIVIL DE PESSOA JURÍDICA E CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS DA SEDE DA COMARCA DE URÂNIA",SP,URANIA,AVENIDA BARÃO DO RIO BRANCO Nº 468,CENTRO,15760000,
146423,Ativo,CARTÓRIO DO REGISTRO CIVIL DO DISTRITO DE TANQUES,CE,MARANGUAPE,RUA DO COMÉRCIO Nº. 02,AMANARI,61979000,
146456,Ativo,"REGISTRO DE IMÓVEIS, RTD E CIVIL DE CACHOEIRA ALTA - GO",GO,CACHOEIRA ALTA,"AV. BRASIL, 597",SETOR PEDRO SOBRINHO,75870000,
146498,Inativo,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO DE BURARAMA,ES,CACHOEIRO DE ITAPEMIRIM,"PÇA. JOSÉ GAVA, 18",BURARAMA,29327000,
146522,Ativo,"OFICIAL DE REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTOS, CIVIL DE PESSOA JURÍDICA E CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS DA SEDE DA COMARCA DE BOITUVA",SP,BOITUVA,AVENIDA VEREADOR JOSÉ ANGELO BIAGIONI Nº 660,VILA FERRIELLO,18550000,
146530,Ativo,CARTÓRIO DO REG. CIVIL DO DISTRITO DE MARAGUÁ,CE,MAURITI,"RUA FRANCISCO DAS CHAGAS SAMPAIO, 55",CENTRO,63210000,
146548,Ativo,CARTÓRIO DO REG. CIVIL DONA ETELVINA,CE,OROS,RUA NOSSA SENHORA DA CONCEICAO,CENTRO,63520000,
146555,Ativo,CARTÓRIO DO REG. CIVIL DO DISTRITO DE CROATA,CE,SAO GONCALO DO AMARANTE,"RUA DONA VITÓRIA, SEM NÚMERO",DISTRITO DE CROATÁ,62670000,
146563,Ativo,"OFICIAL DE REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTOS, CIVIL DE PESSOA JURÍDICA E CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS DA SEDE DA COMARCA DE AGUAÍ",SP,AGUAÍ,"PÇA GETULIO VARGAS, 270 - CENTRO - CEP 13860000",CENTRO,13860000,
146605,Ativo,CARTÓRIO DO REG. CIVIL DO DISTRITO DE MARRECAS,CE,TAUA,VILA JOAQUIM MOREIRA,MARRECAS,63660000,
146613,Ativo,CARTÓRIO DO REG. CIVIL DO DISTRITO DE CEMOABA,CE,TURURU,"RUA RAIMUNDO SALVIATE, 257",CENTRO,62655000,
146621,Ativo,REGISTRO CIVIL DE PESSOAS NATURAIS E TABELIONATO DE NOTAS DO DISTRITO DE SOUZÂNIA,GO,ANAPOLIS,"AV. CORIOLANO SANTANA RAMOS, Nº 333, SALA 01",CENTRO,75154000,
146639,Ativo,"REGISTRO DE IMÓVEIS, PESSOAS JURÍDICAS, TÍTULOS E DOCUMENTOS, CONTRATOS MARÍTIMOS, PROTESTO, NOTAS E REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS",GO,SITIO D'ABADIA,"RUA CIRILO FALCÃO, QD. 04, LT. 01, Nº 10",CENTRO,73990000,
146746,Ativo,"REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES ,TUTELAS E TABELIONATO DE NOTAS",GO,CAMPESTRE DE GOIAS,"AV. BRASIL, Nº 61,",CENTRO,75396000,
146787,Inativo,REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS,GO,BONFINOPOLIS,"AVENIDA 1, QD. 5, LT.4, CENTRO",CENTRO,75195000,
146795,Inativo,00070990901-60,MG,JACINTO,"DO LAJEDO, 240",CENTRO,39937000,
146803,Ativo,"REGISTRO CIVIL DAS PESSOAS NATURAIS, INTERDIÇÕES E TUTELAS",GO,PALMELO,RUA HILDA VILELA 429,CENTRO,75210000,
146811,Ativo,"REGISTRO DE TÍTULOS E DOCUMENTOS, CIVIL DAS PESSOAS JURÍDICAS E CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS",GO,RIALMA,"AVENIDA BERNARDO SAYÃO, Nº 220-A",CENTRO,76310000,
146852,Inativo,REGISTRO CIVIL DE PESSOAS NATURAIS E TABELIONATO DE NOTAS,GO,MOIPORA,"PRAÇA DA VITÓRIA, S/N, CEP: 76138-000, MESSIANÓPOLIS",CENTRO,76138000,
146860,Ativo,CÁRTORIO DE REGISTRO CIVIL DE PESSOAS NATURAIS DE SÃO LUIZ DO NORTE-GO,GO,SAO LUIZ DO NORTE,"AVENIDA LAUZIMAR DE OLIVEIRA, S/N",CENTRO,76365000,
146878,Inativo,REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS,GO,SAO JOAO D'ALIANCA,"RUA 7A, QD. D, LT. 8, S/N",CENTRO,73760000,
146886,Ativo,"REGISTRO DE TÍTULOS E DOCUMENTOS, CIVIL DAS PESSOAS JURÍDICAS, CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS",GO,ALVORADA DO NORTE,"RUA DA CONSOLAÇÃO, N°. 662",IPIRANGA,73950000,
146902,Ativo,"OFICIAL DE REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTOS, CIVIL DE PESSOA JURÍDICA E CIVIL DAS PESSOAS NATURAIS E  DE INTERDIÇÕES E TUTELAS DA SEDE DA COMARCA DE PORANGABA",SP,PORANGABA,RUA PREFEITO DOMINGOS DINIZ VAZ Nº 48,COLINA VERDE,18260000,
146910,Ativo,CARTÓRIO DO SEGUNDO OFÍCIO DE COLÍDER,MT,COLIDER,"TRAVESSA DOS PARECIS Nº 125, CAIXA POSTAL Nº  24",CENTRO,78500000,
146928,Ativo,CARTÓRIO DISTRITO DE SITIÁ,CE,BANABUIU,BARRA DO SITIÁ,SITIÁ,63960000,
146985,Ativo,CARTORIO DO REGISTRO CIVIL DIST. MATRIZ SAO GONCALO,CE,IPUEIRAS,RUA SARAIVA LEÃO,ZONA RURAL,62232000,
146993,Ativo,CARTORIO DO REGISTRO CIVIL DISTRITO S. JOSÉ DE LONTRAS,CE,IPUEIRAS,MANOEL JOSÉ DE CARVALHO - PREPOSTO,SÃO JOSÉ DE LONTRAS,62230000,
147009,Ativo,CARTÓRIO REG. CIVIL DISTRITO DE ARATAMA,CE,ASSARE,"RUA: GENTIL BRAGA, Nº 22",CENTRO,63140000,
147017,Ativo,CARTÓRIO DE REGISTRO CIVIL DO DISTRITO DE  GUARARU,CE,CAUCAIA,"AV. DOS COQUEIROS, 2169, LJ. 02",CUMBUCO,61619262,
147058,Ativo,CART REG CIVIL DO DIST JUDICIARIO DE ASSUNCAO,CE,ITAPIPOCA,RUA JOAO TABOSA BRAGA,CENTRO,62500000,
147116,Ativo,CARTORIO DO REGISTRO CIVIL DA PESSOS NATURAIS DO DISTRITO DE PASSAGEM,CE,CHAVAL,RUA: MONSENHOR CARNEIRO  Nº 233 - CENTRO,CENTRO,62420000,
147132,Ativo,CART REG CIVIL DO DIST JUDICIARIO DE OITICICA,CE,CRATEUS,"PRAÇA DO CARTÓRIO, SNº",CENTRO,63720000,
147140,Ativo,CARTORIO DO REGISTRO CIVIL DISTRITO MORRINHOS NOVO,CE,GUARACIABA DO NORTE,"RUA JERÔNIMO MEMÓRIA, Nº 178",CENTRO,62380000,
147173,Ativo,REGISTRO CIVIL DE PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS,GO,BALIZA,"RUA 24 DE OUTUBRO,  S/Nº",CENTRO,76250000,
147199,Ativo,"OFICIAL DE REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTOS, CIVIL DE PESSOA JURÍDICA E CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS DA SEDE DA COMARCA DE EMBU",SP,EMBU,"RUA CANDIDO PORTINARI, 36",VILA CERCADO GRANDE,6804180,
147215,Ativo,"OFICIAL DE REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTOS, CIVIL DE PESSOAS JURÍDICAS E NATURAIS E DE INTERDIÇÕES E TUTELAS DA SEDE DA COMARCA DE ITAÍ-SP",SP,ITAI,"RUA VOLUNTÁRTIOS 32, Nº 1.050",CENTRO,18730000,
147223,Ativo,CARTORIO DO REGISTRO CIVIL DISTRITO ICOZINHO,CE,ICO,"RUA DA PRAÇA, Nº 89 - CENTRO",CENTRO,63430000,
147231,Ativo,IVIL DAS PESSOAS NATURAIS INTERDIÇÕES E TUTELAS DO DISTRITO DE CAVALHEIRO,GO,IPAMERI,VAGO PORTARIA 6/2008    DJ 525/2008,CENTRO,75780000,
147256,Ativo,REGISTRO CIVIL DAS PESSOAS NATURAIS DO DISTRITO DE CANA BRAVA,GO,MINACU,RUA 04 Nº 1000,CENTRO,76450000,
147264,Ativo,CART. REG. CIVIL DAS PESSOAS NATURAIS DO DISTRITO DE JUREMA,CE,CAUCAIA,AV DOM ALMEIDA LUSTOSA 1520,PARQUE ALBANO,61450000,
147306,Ativo,"OFICIAL DE REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTOS, CIVIL DE PESSOA JURÍDICA E CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS DA SEDE DA COMARCA DE PIRAPOZINHO",SP,PIRAPOZINHO,"RUA FRANCISCO MIRAS, 298 - VILA MARIA ZELIA - CEP 19200000",VILA MARIA ZÉLIA,19200000,
147363,Ativo,CARTORIO DE OFÍCIO UNICO,GO,SAO PATRICIO,PRAÇA FELIX MACHADO PARREIRA,CENTRO,76343000,
147389,Ativo,"REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTOS, CIVIL DE PESSOAS JURÍDICAS E CIVIL DAS PESSOAS NATURAIS INT. TUT.",GO,CIDADE OCIDENTAL,"SQ 16, QUADRA 02, LOTE 28, LOJA 02",CENTRO,72880560,
147397,Ativo,CARTÓRIO DE REGISTROS DE COCALZINHO,GO,COCALZINHO DE GOIAS,"AV. SÃO PAULO, QD. 02, LT. 03, LOJA 01",JARDIM BELA VISTA,72975000,
147439,Ativo,"TABELIONATO DE NOTAS, PROTESTOS E REGISTROS DE PROFESSOR JAMIL - GO",GO,PROFESSOR JAMIL,RUA MATILDE FERRARINI SAFADY,VILA BOA NOVA,75645000,
147454,Ativo,"TABELIONATO DE NOTAS, PROTESTO, REGISTRO DE IMÓVEIS, CONTRATOS MARÍTIMOS, TÍTULOS E DOCUMENTOS, CIVIL DE PESSOAS JURÍDICAS E CIVIL DAS PESSOAS NATURAIS INT. TUT.",GO,TEREZOPOLIS DE GOIAS,"RUA DOS PIRINEUS, QUADRA  07 LOTE 07",CENTRO,75175000,
147462,Ativo,"TABELIONATO DE NOTAS, PROTESTO, REGISTRO DE IMÓVEIS, CONTRATOS MARÍTIMOS, TÍTULOS E DOCUMENTOS, CIVIL DE PESSOAS JURÍDICAS E CIVIL DAS PESSOAS NATURAIS INT. TUT.",GO,VILA PROPICIO,RUA BALBINO ARAGÃO QD. N LT. 06,CONJUNTO PAULAS,76393000,
147470,Ativo,"TAB. DE NOTAS, DE PROTESTO DE TÍTULOS, TAB. E OFICIALATO DE REG. DE CONTRATOS MARITIMOS, REG. DE IMOVEIS, REG. DE TÍT. E DOC. CIVIL DAS PESSOAS JURID. E CIVIL DAS PESSOAS NAT. E DE INTERD. E TUTELAS",GO,SANTA RITA DO NOVO DESTINO,RUA MARTINS PEIXOTO,CENTRO,76395000,
147488,Ativo,TABELIONATO DE NOTAS VILA RICA,GO,GOIANIA,RUA MANOEL QUIRINO S/N QUADRA 01,CENTRO,74697001,
147496,Ativo,"TABELIONATO DE NOTAS, PROTESTO, REGISTRO DE IMÓVEIS, CONTRATOS MARÍTIMOS, TÍTULOS E DOCUMENTOS, CIVIL DE PESSOAS JURÍDICAS E CIVIL DAS PESSOAS NATURAIS INT. TUT.",GO,SANTO ANTONIO DE GOIAS,AVENIDA BRASIL,SETOR SUL,75375000,
147504,Ativo,"TABELIONATO DE NOTAS, REGISTRO DE CONTRATOS MARÍTIMOS E CIVIL DAS PESSOAS NATURAIS INT. E TUT. DE SÃO JOÃO",GO,GOIAS,"RUA DO GRUPO, S/N",CENTRO,76610000,
147561,Ativo,"TABELIONATO DE NOTAS, PROTESTO, REGISTRO DE IMÓVEIS, CONTRATOS MARÍTIMOS, TÍTULOS E DOCUMENTOS, CIVIL DE PESSOAS JURÍDICAS E CIVIL DAS PESSOAS NATURAIS INT. TUT. DE LAGOA SANTA",GO,LAGOA SANTA,"RUA TOMAZ TEIXEIRA BARBOSA,",POUSADA DAS NASCENTES,75819000,
147587,Ativo,"TABELIONATO DE NOTAS, DE PROTESTO DE TÍTULOS, TABELIONATO E OFICIALATO DE REGISTRO DE CONTRATOS MARÍTIMOS, DE REGISTRO DE IMÓVEIS, DE TÍTULOS E DOCUMENTOS, CIVIL DAS PESSOAS JURÍDICAS, CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS",GO,MATRINCHA,"AVENIDA JOÃO ARTIAGA, N° 647-A, QUADRA 12",SETOR CENTRO,76730000,
147629,Ativo,CARTÓRIO PEROLÂNDIA,GO,PEROLANDIA,RUA JOSÉ ALVES VILELA Nº 149,CENTRO,75823000,
147678,Ativo,CARTÓRIO E TABELIONATO DE AMARALINA,GO,AMARALINA,"AVENIDA LOURENÇO FERREIRA PIRES, 116",CENTRO,76493000,
147751,Ativo,"REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTOS, CIVIL DE PESSOAS JURÍDICAS E CIVIL DAS PESSOAS NATURAIS INT. TUT.",GO,NOVO GAMA,AV. HAIDÊ DO ESPIRITO SANTO CERQUEIRA,PARQUE ESTRELA D ALVA VI,72860435,
147769,Inativo,CARTORIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS,GO,ORIZONA,"RUA EDMUNDO MARINHO, N° 33",CENTRO,75280000,
147819,Ativo,"TABELIONATO DE NOTAS, REGISTRO CIVIL DAS PESSOAS NATURAIS INT. E TUT. DE ITAGUAÇU",GO,SAO SIMAO,"AV. BRASIL, Q. 34, L. 02",CENTRO,75893000,
147827,Ativo,"TABELIONATO DE NOTAS, PROTESTO, REGISTRO DE IMÓVEIS, CONTRATOS MARÍTIMOS, TÍTULOS E DOCUMENTOS, CIVIL DE PESSOAS JURÍDICAS E CIVIL DAS PESSOAS NATURAIS INT. TUT.",GO,CALDAZINHA,"AV. BERNARDO SAYÃO, QUADRA 02, LOTE 02",CENTRO,75245000,
147868,Ativo,"TABELIONATO DE NOTAS, REGISTRO DE CONTRATOS MARÍTIMOS E CIVIL DAS PESSOAS NATURAIS INT. E TUT. DE CARAÍBA",GO,VIANOPOLIS,"RUA GONÇALVES, Nº 148",VILA MUTIRÃO,75260000,
147900,Inativo,CARTORIO DE PAZ E NOTAS DE CONFRESA,MT,CONFRESA,AV. CENTRO OESTE Nº 26 BAIRRO CENTRO,CENTRO,78652000,
147918,Ativo,"OFICIAL DE REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTOS, CIVIL DE PESSOA JURÍDICA E CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS DA SEDE DA COMARCA DE CORDEIROPOLIS",SP,CORDEIROPOLIS,"RUA SETE DE SETEMBRO, 143 - CEP 13490000",CENTRO,13490000,
147926,Ativo,"OFICIAL DE REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTOS, CIVIL DE PESSOA JURÍDICA E CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS DA SEDE",SP,ROSANA,"RUA DOS FICUS, 60-B - CEP 19274000",CENTRO,19274000,
147934,Inativo,CARTÓRIO DO 1º OFÍCIO DE NOTAS,GO,AGUA LIMPA,"RUA DO COMÉRCIO, S/Nº",CENTRO,75665000,
147942,Ativo,SERVENTIA EXTRAJUDICIAL DO OFÍCIO ÚNICO,MA,ALTO ALEGRE DO PINDARÉ,"RUA SÃO VICENTE, 226, CENTRO",CENTRO,65398000,
147959,Ativo,CARTÓRIO BOM JESUS - OFÍCIO ÚNICO,MA,BOM JESUS DAS SELVAS,"RUA DAS MACIEIRAS, 89",CENTRO,65395000,
147991,Inativo,CARTÓRIO DO 2º OFÍCIO,MT,COLIDER,"TRAVESSA DOS PARECIS, Nº. 125, CAIXA POSTAL Nº  24",CENTRO,78500000,
148015,Ativo,CARTÓRIO ÚNICO DE ARRAIAL,PI,ARRAIAL,AV. CANDIDO MUNIZ S/N,CENTRO,64480000,
148031,Inativo,OFÍCIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS,MG,TIROS,AV A 310,CENTRO,38880000,
148049,Ativo,SERVIÇO DISTRITAL DE BARRA DO JACARÉ,PR,BARRA DO JACARE,RUA RUI BARBOSA Nº 73,CENTRO,86385000,
148056,Inativo,CARTÓRIO DE REGISTRO CIVIL DE ALMOFALA,CE,ITAREMA,"AV. ADONIAS ALVES DA COSTA, Nº 231",CENTRO,62590000,
148064,Ativo,CARTÓRIO DO 1º OFÍCIO DO REGISTRO CIVIL DE PESSOAS NATURAIS - RCPN DA 1ª CIRCUNSCRIÇÃO,PI,TERESINA,"RUA LISANDRO NOGUEIRA, Nº 1384",CENTRO/NORTE,64000200,
148080,Ativo,CARTÓRIO ÚNICO ALDINA DE OLIVEIRA MOURA,PI,PALMEIRA DO PIAUI,RUA 7 DE SETEMBRO S/Nº CENTRO,CENTRO,64925000,
148098,Ativo,2º  OFICIO DE NOTAS  DE CEARA-MIRIM,RN,CEARA-MIRIM,"RUA HERACLIO VILAR, 800",CENTRO,59570000,
148106,Ativo,OFÍCIO ÚNICO DE MACUCO,RJ,MACUCO,"RUA DR MARIO FREIRE MARTINS, N°169, LOJA 5",CENTRO,28545000,
148114,Ativo,OFÍCIO ÚNICO DE LEVY GASPARIAN,RJ,COMENDADOR LEVY GASPARIAN,"AV. JOSEFINA GASPARIAN, Nº 61, LOJA 07",CENTRO,25870000,
148122,Ativo,CARTÓRIO DE CIDELÂNDIA,MA,CIDELANDIA,"RUA BRASIL, S/N,",CENTRO,65921000,
148130,Ativo,SERVENTIA EXTRAJUDICIAL DE BURITICUPU,MA,BURITICUPU,"RUA SETE DE SETEMBRO, 10, CENTRO",CENTRO,65393000,
148148,Ativo,SERVENTIA EXTRAJUDICIAL DO OFÍCIO ÚNICO,MA,PENALVA,"RUA BABAÇU, N° 360, CENTRO",CENTRO,65213000,
148163,Ativo,CARTORIO DO EXTRAJUDICIAL DA COMARCA DE AMATURA,AM,AMATURA,RUA FREI PIO N 580,CENTRO,69620000,
148221,Ativo,CARTÓRIO SEVERINO SOARES DA SILVA,PB,SÃO BENTINHO,RUA ANTONIO JOSÉ PEREIRA N. 21,CENTRO,58857000,
148254,Inativo,CARTÓRIO DE REGISTRO CIVIL E PESSOAS NATURAIS 2º DISTRITO DE PARATIBE,PE,PAULISTA,"AV. LINDOLFO COLLOR, N.° 133",PARATIBE,53413151,
148296,Ativo,CARTÓRIO DO REGISTRO CIVIL - VIRAÇÃO,PE,EXU,"RUA NOSSA SENHORA DA CONCEIÇÃO, 118",CENTRO,56236000,
148320,Ativo,CARTÓRIO ÚNICO DE BARRAS,PI,BARRAS,"RUA CORONEL CORREIA, Nº 115",CENTRO,64100000,
148338,Ativo,CARTÓRIO ÚNICO DE CAMPO MAIOR,PI,CAMPO MAIOR,AV JOSE PAULINO 904,CENTRO,64280000,
148346,Inativo,CARTÓRIO DISTRITAL DE TABOCAL,AM,MANAUS,"RUA ALEXANDRE AMORIM, Nº. 528",NOSSA SENHORA DE APARECIDA,69010300,
148353,Ativo,CARTÓRIO ÚNICO DE FRANCINÓPOLIS,PI,FRANCINOPOLIS,RUA ABDON PORTELA Nº 17 CENTRO,CENTRO,64520000,
148361,Ativo,CARTÓRIO DISTRITAL DO 20º REGISTRO CIVIL DE TERRA NOVA,AM,CAREIRO DA VARZEA,RUA 29 DE JANEIRO S/Nº  -  CENTRO,CENTRO,69255000,
148379,Ativo,CARTÓRIO ÚNICO DE BOCAINA,PI,BOCAINA,PRAÇA BORGES MARINHO S/N,CENTRO,64630000,
148395,Ativo,CARTÓRIO DISTRITAL DO REGISTRO CIVIL DO PARANÁ DO CAREIRO DA VÁRZEA,AM,CAREIRO DA VARZEA,PARANÁ DO CAREIRO DA VÁRZEA,ZONA RURAL,69255000,
148403,Ativo,CARTÓRIO DISTRITAL DO REGISTRO CIVIL DE PARANÁ DO CAMBIXE,AM,CAREIRO DA VARZEA,"ESTRADA DO CAMBIXE, KM 05",ZONA RURAL,69255000,
148445,Ativo,"OFICIAL DE REGISTRO DE IMÓVEIS, TITULOS E DOCUMENTOS, CIVIL DE PESSOA JURÍDICA E CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS DA SEDE DA COMARCA DE PONTAL",SP,PONTAL,"RUA MANOEL ROCHA, 200",CENTRO,14180000,
148460,Ativo,SERVENTIA EXTRAJUDICIAL DE ITINGA DO MARANHÃO,MA,ITINGA DO MARANHAO,"RUA DA ASSEMBLEIA, 677",CENTRO,65939000,
148486,Inativo,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO DE ITAMIRA,ES,MUCURICI,"RUA MIRANDA, 167",CENTRO,29885000,
148494,Ativo,CARTÓRIO ÚNICO DE AROAZES,PI,AROAZES,AV. CORONEL ANÍBAL MARTINS S/Nº CENTRO,CENTRO,64310000,
148502,Ativo,CARTÓRIO ÚNICO DE MONTE ALEGRE DO PIAUI,PI,MONTE ALEGRE DO PIAUI,RUA RUI BARBOSA Nº 686,CENTRO,64940000,
148510,Ativo,SERVENTIA EXTRAJUDICIAL DO OFÍCIO ÚNICO,MA,CAMPESTRE DO MARANHAO,"RUA BAHIA, N°61",TORRE,65968000,
148528,Ativo,CARTÓRIO DO REGISTRO CIVIL - SEDE,BA,ITANHEM,RUA BELO HORIZONTE 19,CENTRO,45970000,
148536,Ativo,SERVENTIA EXTRAJUDICIAL DE SÃO JOÃO BATISTA-MA,MA,SAO JOAO BATISTA,"RUA GETULIO VARGAS, Nº 51A",PAULO VI,65225000,
148544,Ativo,CARTÓRIO ÚNICO DE GUADALUPE,PI,GUADALUPE,"AV. JOÃO CLÍMACO DE ALMEIDA, Nº 37 - CENTRO",CENTRO,64840000,
